,213,Onsite Dec WS,5/12/2024,All,8 - IT Security,,Issue / Open Point,Cat-3 (User Data) on Cloud Systems,"Will it be possible under Keenfinity regulations to store Cat3 Data on cloud services e.g. Sharepoint Online?
If not mitigation requires",8 - IT Security,,Moderate,Closed,20/12/2024,,"- 5/27/2025, Pfefferseder: addressed with Simeon Mussler, ongoing with KF, closed in project
- 3/21/2025 Pfefferseder: Topic needs to be placed with Kristian, was delegated to Roberto Ugo. With Roberto Ugo left, the task might not have a person responsible. Is placed with Martin Klepper -> response?",,,,
,146,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Architechture: Reporting/BI replacements,- all replacements of Reportings and BI-solutions needs to be driven through Sub-WS 3,2 - Commercial IT incl. ERP,SWS 3,Moderate,Done,25/4/2024,,"SWS 3 is taking care, recorded SOL and respective SWS3 Workpackage",,,,
,147,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Architecture: WM Satellite Systems in CDCs,- WM satellites in CDCs need to be taken care of in SWS 2,2 - Commercial IT incl. ERP,,Moderate,Done,25/4/2024,,28.11.2024: taken care in WP2 and WP3,,,,
,148,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Architecture: Cloud Onboarding,- Cloud onboardings for new replacement applications need to be planned by respective SubWS / Workpackage as part of implementation planning,2 - Commercial IT incl. ERP,All,Moderate,Done,25/4/2024,,28.11.2024: not needed,,,,
,149,IT WS Bad Kohlgrub,18/04/2024,all,General,,Assumption,Architecture: Sanctionend Party List,"- Sanctioned Party List is secured in Sub WS 2 and provided as service to all relevant ""consumers"" of this information",2 - Commercial IT incl. ERP,All,Moderate,Done,25/4/2024,,28.11.2024: taken care within GTS replacement in WP2,,,,
,150,IT JF,25/04/2024,all,General,,Issue / Open Point,Re-Branding Impact,"multiple Impacts trough re-branding on processes, data and tools
-> necessity to have a coordinated approach across impacted workstreams contentwise and planning wise",IT PL,,High,Closed,2/5/2024,,"Rebranding Adressed through Marketing Workstream, reported in AWU",,,1/11/2024,
,150,IT JF,25/04/2024,all,General,,Issue / Open Point,Notfall-Telefone,"No legal regulations are pre-scribing physical phones. 
Who can provide confirmation for FRAME, that no physical phones are required",IT PL,,High,Done,2/5/2024,,Concept has been extended and includes also fixed line phones. ,,,,
,152,IT WS KPMG MUC,5/6/2024,all,2 - Commercial IT incl. ERP,,Issue / Open Point,Definition of the test cycles ,Definition for all test cycles how many people are needed for which span for testing,2 - Commercial IT incl. ERP,,High,Done,20/6/2024,,"08/2024: Testing Capacities established and confirmed, onboarding planned",,,,
,153,IT WS KPMG MUC,5/6/2024,all,2 - Commercial IT incl. ERP,,Dependency,Founding timeline for Legal Entities ,Dependency on go-to market to receive a detailed list (arround 30% unclear),2 - Commercial IT incl. ERP,,High,Done,20/6/2024,,LE tracker established,,,,
,154,IT WS KPMG MUC,5/6/2024,all,2 - Commercial IT incl. ERP,,Dependency,Regional contact persons,Availability of a complete list of local MDs in charge,2 - Commercial IT incl. ERP,,High,Done,20/6/2024,,28.11.2024: was done long time ago,,,,
,155,IT WS KPMG MUC,5/6/2024,all,2 - Commercial IT incl. ERP,,Issue / Open Point,Business Migration rules ,Coordination with the MoDs to finalise the migration rules and be ready for the workshops with the migration partner,2 - Commercial IT incl. ERP,,High,Done,20/6/2024,,,,,,
,156,IT WS KPMG MUC,5/6/2024,all,1 - IT Infrastructure,,Issue / Open Point,Client Migration Workshop,"Client Migration Workshop from Daniel Schwarz with IT SWS 3,6 and 8",1 - IT Infrastructure,"SWS 3, SWS 6, SWS 8",High,Done,20/6/2024,,22.07.2024: To be discussed in CW30,,x,,
,61,Eindhoven Visit,2/8/2024,Eindhoven,General,,Issue / Open Point,Engineering Legacy Topics,AVP - Automated Valet Parking ; Bosch Home,Engineering Business Workstream,,Moderate,Closed,16/2/2024,,,all general (non Engineering) applications are identified and addressed in SWS3,,,
,158,IT WS KPMG MUC,5/6/2024,all,General,,Issue / Open Point,Key User definition also for other workstreams,"Testing with key users, such as HR, etc. required
- At least 1-2 locations from each region needed for testing
- Management and communication with the business regarding test approach and key user",2 - Commercial IT incl. ERP,All,High,Done,29/6/2024,,26.11.: Key user list available. ,,,,
,159,IT WS KPMG MUC,5/6/2024,all,6 - IT Organization & Processes,,Issue / Open Point,Scope aligment BPO SWS 1 & 6,Coordination between SWS 1 and 6 to discuss the scopes of the two BPOs so that there are no overlaps or gaps in the scope ,6 - IT Organization & Processes,1 - IT Infrastructure,Moderate,Closed,29/6/2024,,02.12.2024: Driven by S. Siegler - IT assess Infrastrucutre and ensures availabilty of interfaces,,,,
,160,IT WS KPMG MUC,5/6/2024,all,1 - IT Infrastructure,,Issue / Open Point,WAN aligment ,Alignment with infrastructre WAN team & Frank Streichert,1 - IT Infrastructure,Frank Streichert,Moderate,Done,1/7/2024,,22.07.2024: Update outstanding,,,,
,196,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,Engineering to present SOL results,- Mapping of unclear 4a applications,4a. Engineering IT,,Moderate,Done,26/7/2024,,,,x,,
,162,IT WS KPMG MUC,5/6/2024,all,4a. Engineering IT,,Issue / Open Point,AD readiness for Eng. Applications,Eng. applications on the AD must be implanted in the target environment -> coordination between Daniel Schwarz (1-Infra) and 4a -> apps running on the target environment must be coordinated,4a. Engineering IT,1 - IT Infrastructure,Moderate,Closed,1/7/2024,,22.07.2024: Covered by OPL #169,,,x,
,225,SWS6 JF,25/11/2024,all,6 - IT Organization & Processes,Org,Issue / Open Point,Übernahme BD KollegInnen von der Wishlist,Existierende Wishlist für BD KollegInnen an allen Standorten; Verschiedene Stadien mit den Personen auf der Liste,6 - IT Organization & Processes,Frank Streichert,High,Done,15/1/2025,,,,,,
,164,IT WS KPMG MUC,5/6/2024,all,4a. Engineering IT,,Dependency,Azure ,"Clarification of Azure dependencies between Infrastructure (Rutten, Schwarz) and Eng. IT",4a. Engineering IT,1 - IT Infrastructure,Moderate,Done,1/7/2024,,22.07.2024: Should be part of Azure/ Cloud architecture blue print,,,,
,165,IT WS KPMG MUC,5/6/2024,all,5 - HR IT,,Issue / Open Point,How the project will proceed with the Smartrecruiter 2.0 transition,"Transition plan needed for Smartrecruiter 2.0:
- Decision required on whether NewCo needs its own recruitment platform, such as Talenthub
- Evaluation of potential recruitment platforms for NewCo",5 - HR IT,HR Workstream,Moderate,Closed,1/7/2024,,"19.11.2024 nothing to do for IT Workstream; topic is handled and steered by HR, no action items in or requirements for IT Workstream",,,,
,81,IT WS (21.02.),21/2/2024,all,General,,Issue / Open Point,"Capability Map ""point of no return""","When should we review the level of maturity & acceptance of the ""cap map"" across business functions and consider a fall back solution ? ",6 - IT Organization & Processes,,Moderate,Done,31/7/2024,,No point of no return for CapMap. Uncritical,,,,
,167,IT WS KPMG MUC,5/6/2024,all,1 - IT Infrastructure,,Issue / Open Point,Workshop for Virtual Desktop Concept ,"Requirements for the virtual desktop must come from the business. To get a clear definition, we need a workshop in mid-July ",1 - IT Infrastructure,,Moderate,Done,15/7/2024,,22.07.2024: Update outstanding,,,,
,227,IT WS Frankfurt,14/1/2025,All,4b. Production IT,,Issue / Open Point,DOT dependencies meeting,"- General IT dependencies and dependencies on replacement services from Keenfinity should be discussed in a meeting
'- Downtime SAP 14.04 needs to be planned for
- Organization of 4b to be organized with Azure DevOps
- Ganzheitliche Betrachtung der DOT-benötigten Applikationen
- Mit SWS4b nochmal Pläne checken, den aktuellen Stand einsammeln
- Migration of DOT has to be discussed -> not yet aligned (with PrL)",4b. Production IT,,High,Done,23/1/2025,,"3/3/2025 Thomas Brosig: Pedro currently aligning topics: Migration of DOT, other topics already aligned",,,,
,83,,,all,General,,Issue / Open Point,Frozen Zone(s),"Sub Workstreams shall identify ""frozen zones"" for their production systems",All,KPMG + IT PL,High,Closed,10.07.2024,,July Workshop in Muc,Frozen zones identified and communicated to respective communities along the implementation phase for each product (if and as appropriate),,,
,170,IT WS KPMG MUC,5/6/2024,all,1 - IT Infrastructure,,Issue / Open Point,"Planning of data center ""Move""",Schedule workshop ink. Sub-WS 2 BD Koordinator ,1 - IT Infrastructure,2 - Commercial IT incl. ERP,Moderate,Done,1/7/2024,,22.07.2024: Update outstanding,,,,
,181,OVAR IT Frame MeetUp,11/6/2024,Ovar,,,Issue / Open Point,Handling of Bosch licenses used on self-managed devices,"- Nunes Cassio reaches out to Klaus Christel and Dieter Fuegemann, supported by @Martins Filipe",7 - IT Contracts & Licenses,1 - IT Infrastructure,Moderate,Closed,14/7/2024,,'22.07.2024: Update required,,,,
,172,IT WS KPMG MUC,5/6/2024,all,6 - IT Organization & Processes,,Decision,BD SPOC (= Single Point of Contact?),Decision on a BD single point of contact who organizes access to telephony experts and other BD experts that are needed for FRAME,IT PL,,High,Closed,17/6/2024,,"13.11.2024 - not relevant anymore, experts identified",,,,
,173,IT WS KPMG MUC,5/6/2024,all,1 - IT Infrastructure,,Issue / Open Point,AD name open,,1 - IT Infrastructure,,Low,Closed,,11/6/2024,keen.tech,,,,
,174,IT WS KPMG MUC,5/6/2024,all,General,,Issue / Open Point,Identify key business topics,Identify key topics that must be addressed within the business in order to streamline the IT timeline,KPMG,,High,Closed,21/6/2024,,Critical path reviewed as part of 2 months closing extension,,,1/11/2024,
,175,IT WS KPMG MUC,5/6/2024,all,2 - Commercial IT incl. ERP,,Issue / Open Point,Clarify with DXC the level of business involvement required,"Clearify all business touchpoints needed for the migartion. Where, when it is needed, and who will be responsible?",2 - Commercial IT incl. ERP,,Critical,Done,14/6/2024,,28.11.2024: already done since long time,,,,
,212,Onsite Dec WS,5/12/2024,All,2 - Commercial IT incl. ERP,,Issue / Open Point,"Handover list of ""VIP"" users that should not be migrated in client migration phase",Collect user required for testing with workstreams an align on if they should be migrated in VIP Wave (Post-Day-1) or earlier,2 - Commercial IT incl. ERP,,High,Done,20/12/2024,,24.02.2025: List of users handed over to infrastructure team during last FRAME workshop,,,,
,214,Onsite Dec WS,5/12/2024,All,8 - IT Security,,Issue / Open Point,Conduct follow up for ISMS WS Breakout,"Conduct follow up for ISMS WS Breakout
- Input for policies collected, ",8 - IT Security,,Moderate,Done,20/12/2024,,,,,,
,178,OVAR IT Frame MeetUp,11/6/2024,Ovar,General,,Issue / Open Point,Identify leader of contract & business decisions for non-FRAME dependencies of VS (Ovar),Buettner Thomas takes this to other streams and will give feedback,IT PL,Thomas,Moderate,Closed,21/6/2024,,,"All aspects around contract Manufacturing Interfaces within Bosch (outside FRAME Scope) are addressed by Workstream Manufacturing (Jörg Notdfurfter, Markus Willert)",,,
,182,OVAR IT Frame MeetUp,11/6/2024,All,4a. Engineering IT,,Issue / Open Point,Identify responsibility regarding domainnames for customer facing applications ,"- Grohs Martin reaches out to Harald Schoengen
- Buettner Thomas get in contact with different workstreams to figure out if and where it is handled",,R&D: Jan Karl  Warzelhan,Moderate,Closed,28/7/2024,,"22.07.2024: Update outstanding
20.01.2025: JAN Kalrl Warzelhan responsible: 
For the sub domains under boschsecurity.com we wrote an SLA document to continue with that sub-domain URL even after we are carved out. The idea is that Bosch (Robert Bosch Gmbh) (who owns the domain and will not sell or transfer the domain to us), will provide this services via NS delegation, so we are the in full control of the sub-domains. We requested 20 years since the URLs are embedded in devices where the FW cannot be updated or only by local visits. The 20 years were coming/requested by Gregor S. due to the lifespan of panels in the field.
So all API calls will at least remain for a certain time and for new products we should think of updating them to slowly migrate away. That plan is not yet established but once we know which names we can use we can slowly start to host Remote Portal under a new domain. In the backend still old URLs will continue.",,,,
,38,18.01.24 IT All Hands WS,18/1/2024,all,6 - IT Organization & Processes,Org,Issue / Open Point,Capability Map to be aligned with BGSW/SDS abilities,In Preparation of potential request for services from BGSW/SDS,6 - IT Organization & Processes,,Moderate,Done,2/4/2024,,27.03.2024 -> Capability Map to be reviewed in light of Packages for Externalisation ,,,,
,205,SteerCo SWS8,26/11/2024,All,8 - IT Security,,Issue / Open Point,"E-Mail Security, Spam and Phishing protection","- Currently, no E-Mail protection was planned
- Coordinate with Daniel Schwarz (planned tools may already have build-in functionality for E-Mail protection)",8 - IT Security,,Moderate,Done,,,"- 5/27/2025 Pfefferseder: already ordered by target organisation, Done
- 13.12.2024: Anton Pfefferseder: CyberCompare mandated to search for solution",,,,
,183,OVAR IT Frame MeetUp,11/6/2024,Ovar,1 - IT Infrastructure,,Issue / Open Point,Certificate topics with escrypt ,Ask for support/guidance at BT/ETI – Grohs Martin reaches out to Anton Pfefferseder,8 - IT Security,8 - IT Security,Moderate,Closed,28/7/2024,,"- 22.11.2024: Pfefferseder, Anton: Done, R&D SWS22 - C-Remote Portal responsible
22.07.2024: Update outstanding
2024-07-03: Awaiting requirement from T. Brosig (LRA Ovar, etc.)",,,,
,76,IT WS (21.02.),21/2/2024,all,6 - IT Organization & Processes,,Issue / Open Point,Change / Transformation,"- required Transformation in Commercial IT 
- Approach for ""Abfedern"" to be defined -> potentially by role enrichment of internal teams as well as building competence in ITSP through Project Delivery and keep same as Outsourcing Partner",6 - IT Organization & Processes,"Frank Streichert, Sinah Schmid, Andi Baur",Moderate,Done,29/2/2024,,,,,,
,215, Follow up on Nov WS,10/12/2024,all,"9 - ""horizontal""",,Issue / Open Point,Include reminder for Ticket discipline in communication,"Include in communication to users: Please make sure, that all IT support requests are routed via central ticket system - otherwise it can not be ensured, that support resources will be in place post go live",6 - IT Organization & Processes,Capg / Hannes Voigt,Moderate,Closed,30/3/2025,,,,,,
,186,E-Mail Sandra Hessler ,11/6/2024,All,6 - IT Organization & Processes,,Issue / Open Point,Define ITSM Toolset Requirements for FRAME Project,"Define requirements for ITSM toolset together with all Sub-WS leads of the FRAME project (for e.g. end-to-end monitoring, asset mgmt / CMDB, ticket tool, service catalogue tool, service request tool…)",6 - IT Organization & Processes,All,High,Done,26/8/2024,,"Rough Concept available, but SO expert to be contracted / hired who will take over complete 360 Degree IT",,,x,
,187,E-Mail Sandra Hessler ,11/6/2024,All,6 - IT Organization & Processes,,Issue / Open Point,Clarification of application-specific services for IT service catalog,"Clarification of application-specific services for IT service catalog, that are not covered in general IT service catalog but are specific application topics.
(Formerly known as MITS - My IT Service Requests)",6 - IT Organization & Processes,,High,Done,26/8/2024,,"Rough Concept available, but SO expert to be contracted / hired who will take over complete 360 Degree IT",,,,
,188,OVAR IT Frame MeetUp,11/6/2024,Ovar,1 - IT Infrastructure,,Issue / Open Point,Update of Infrastructure timeline,Update of Infrastructure timeline in mid of June via Martin Grohs,1 - IT Infrastructure,,Moderate,Done,17/6/2024,,"22.07.2024: Candidate for closure (Lange, KPMG)",,,x,
,29,18.01.24 IT All Hands WS,18/1/2024,all,2 - Commercial IT incl. ERP,,Issue / Open Point,Legal question regarding transfer of ETI numbers,"Can e.g., ""Sachnummern"" and CTNs be transfered as is to NewCo? Decision required by legal/GPL. Assumptions: Any numbers already dedicated to Frame will be able to transfer.
Action to Harald: Identify potentially shared components for which the numbering might need to be revised. ",,R&D: Harald Schoengen,Moderate,Closed,2/2/2024,,"
--> data separation concept - see line 24

02.04.2024 -> request for process ownership confirmation sent to Thore
28.03.2024 - Impact potentially in the production sites, customer supplier relationship for numbering, 
-> Issue to be addressed through Business Workstreams

20.01.2025: responsibility R&D Stream",,,,
,180,OVAR IT Frame MeetUp,11/6/2024,Ovar,,,Issue / Open Point,License handling of self-managed server from NUE & EHV,,7 - IT Contracts & Licenses,,Low,Done,15/8/2024,,,,,,
,191,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,JF working mode change,"- Focus on topics that affect whole IT WS
- Focus on decisions, OPL. risks ",KPMG,,Moderate,Done,29/7/2024,,,,x,,
,192,all-hands WS 11.07.,11/7/2024,All,General,,Decision,Communicate DD working mode to business,"- Questions only directly to workstream leads
- No answering directly from the teams and between teams",All,,Moderate,Done,2/8/2024,,,,,,
,193,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,"""Projektfläche"" Neuperlach","- Where to establish FRAME ""Projektfläche""
- Replacement solution for ""Ellis Island""",IT PL,,Moderate,Done,26/7/2024,,"Läuft bzgl. monthly workshops über dediziert geplante Räume, ansonsten Neuperlach 3. Stock als IT Team-Bereich",,,1/11/2024,
,194,all-hands WS 11.07.,11/7/2024,All,2 - Commercial IT incl. ERP,,Issue / Open Point,Provide key user for testing,"- Identify key user
- Provide to business streams (provision by Frank Streichert)",2 - Commercial IT incl. ERP,,High,Done,19/7/2024,,26.11.: Key user list available. ,,x,,
,195,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,Initial session between SWS and IT sponsors,"- Initial 1h session for all Sub-WS
- Afterwards: reserve 10 minutes at beginning of SWS JF",KPMG,,High,Done,2/8/2024,,Steering Structures set-up,,,1/11/2024,
,89,Mail from Martin Grohs on 15.03.24,15/3/2024,all,7 - IT Contracts & Licenses,,Issue / Open Point,Licensing server from Bosch,Licensing server from Bosch will not be available after cutoff,7 - IT Contracts & Licenses,,Moderate,Done,20/12/2024,,,,x,x,
,210,Onsite Dec WS,5/12/2024,All,3 - Other Applications,,Issue / Open Point,Link between Unst. Data Migration and Infra Rollout Waves,Can the roll out of unst. data migration be connected in timeline to client migration waves?,3 - Other Applications,1 - Infrastructure,Moderate,Closed,20/12/2024,,,plannings for migrations and unstructured data transfers have been synchronized and communicated accordingly,,,
,198,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,"Breakout session: Cloud architecture (Azure, Google)","- Requirements synch for Azure tenant (add. to M365)
- Decision on overall architecture",1 - IT Infrastructure,,Moderate,Done,26/7/2024,,"22.07.2024: Update expected in JF in CW30
- 18.07. Expert workshop (lead Infra) scheduled (CW 30), participants: 4a, 3, 1, 8",,x,,
,199,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,Asset approach,- Only covering HW assets,1 - IT Infrastructure,,Moderate,Done,25/7/2024,,"22.07.2024: Update expected in JF in CW30
- 18.07. SWS7 to provide template for asset transfer",,,x,
,200,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,Breakout session: Interfaces,"- Procedure
- Definition of interface",2 - Commercial IT incl. ERP + ITPL,,High,Done,25/7/2024,,"- 18.07. Architecture check
'- Interface list alignment",,,,
,201,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,Breakout session: HR & ERP Go-Live,,5 - HR IT,,High,Closed,25/7/2024,,"19.11.2024 severeal meetings between HR and FI and Commercial IT already took place in 08-09/24. Agreement on Go-Live scenario (two waves for HR IT in 04/24 and 05/24) was documented by KPMG (Tobias Kern) with mail from 13.09.24 
18.07.: Ullrik Wolf to trigger discussion on risk of non-parallel Go-Live of HR and Commercial IT (FI, HR)",,x,,
,204,,18/7/2024,All,3 - Other Applications,,Issue / Open Point,Time Recording --> scope not communicated to IT,"- So far no request/requirement towards IT for time recording solution
- IT to communicated, that it will most likely not work in Excel",IT PL,DIetmar,Critical,Done,23/7/2024,,13.11.2024: Time recording allocated to HR,,,,
,219,SWS6 brainstorming,21/11/2024,all,6 - IT Organization & Processes,,Issue / Open Point,Link SWS6 Leadership Team / CIO,"2 days offsite mit directs, Leadership Manifest, Staffelstab wird sichtbar von FS and KA übergeben",6 - IT Organization & Processes,Leadership Team,Moderate,Closed,15/3/2025,,"24.2.: 'Day 1: 10th of Dec, Day 2: 13 March",,,,
,229,IT WS Frankfurt,15/1/2025,All,General,,Issue / Open Point,SAP Webservices & Database,"- Meeting with J. Wiedmann regarding SAP Webservices to be scheduled and held
- SMP Glue and DALI ? -> alignment needed",4b. Production IT,,High,Done,20/1/2025,,- Meeting scheduled for 20.01.2025,,,,
,176,IT WS KPMG MUC,5/6/2024,all,3 - Other Applications,,Issue / Open Point,Opening balance,"- Where does the opening balance take place? (Assuming non-SAP) -> wahrscheinlich alle 
- Overall Timeline for all workstreams ",3 - Other Applications,All,Low,Closed,1/7/2024,,,Opening balance related questions had been clarified through GS and reflected in migration path accordingly.,,,
,208,SWS 3 JF,27/11/2024,All,3 - Other Applications,,Issue / Open Point,Plattform Governance in der NewCo,Responsible person need to be defined,NewCo Management,,High,Closed,11/12/2024,,02.12.2024: QG 1 scheduled for post signing,From IT side Karl-Heinz Jansen was identified - corresponding business role(s) potentially defined by keenfinity directly,x,,
,179,OVAR IT Frame MeetUp,11/6/2024,Ovar,,,Issue / Open Point,Post cut-off handling of Thales licenses for cloud team instances,,7 - IT Contracts & Licenses,1 - IT Infrastructure,Low,Closed,15/8/2024,,,"Required Post Closing Licenses identified together with respective businesses and foreseen either for transfer or for purchasing (by default through Triton, except otherwise agreed).",,,
,218,SWS6 brainstorming,21/11/2024,all,6 - IT Organization & Processes,Org,Issue / Open Point,Present TOM IT to VS RnD,Andi presents the TOM to Martin Grohs & video colleagues,6 - IT Organization & Processes,,Moderate,Done,15/1/2025,,,,,,
,34,18.01.24 IT All Hands WS,18/1/2024,all,4b. Production IT,,Issue / Open Point,Central services/ Governance,No clarity regarding services received by Bosch central and Bosch governance services.,4b. Production IT,,Low,Closed,1/3/2025,,"Date moved from 2/2/2024 to 3/1/2025
13.11.2024:
- [Brosig Thomas]: still ongoing
22.07.2024: Update required
 - Connect BT/ETI with BD - Work Package 1
 - 2024-04-17 [Brosig Thomas (BT/MFC)]  Still true but mitigated with Job Description received from C/TMD1. Will not change, so fine to close or keep open, both ok.
- [Brosig Thomas (BT/MFC)] As said still true statement. Meanwhile, permission for hiring OT Information Security Manager. 
- [Thomas Brosig (BT/MFC)] As sais still a true statement. Mitigated with permissin to hire OT Information Security Manager. However, risk remains open and closing in step-by-step with any new information obtained ","To be addressed by Keenfinity IT' -> addressed to Pierre Kromat to close the loop with Manufacturing: 
""neu-Buchung"" von Services (bspw, neue Scanner; USB Ports öffnen/schließen ?; KMS Server ?)
-> Transparenz Service Portfolio 
-> Ad-Hoc - Anfragen Prozesse (bereits geschehen).
-> Regel-Termine",x,,
,184,OVAR IT Frame MeetUp,11/6/2024,Ovar,7 - IT Contracts & Licenses,,Decision,Responisbility for open source software licenes,"Falke Yannic
Who takes care about the free and open source topics in the newco (role) ",7 - IT Contracts & Licenses,,Moderate,Closed,1/9/2024,,27.11.204 Role of Licnece Manager planned for NewCo,,,,
,84,Contr. & Licenses JF,3/5/2024,all,7 - IT Contracts & Licenses,,Issue / Open Point,SAP Add-ons,Align with Thomas Hörwick on inventory regardin SAP Add-ons & ACS (Automotive Consulting Solutions),7 - IT Contracts & Licenses,,Moderate,Done,1/9/2024,,"6/12/24: Vermessung  planned, Satelltite Systems to be clarified",,,,
,161,IT WS KPMG MUC,5/6/2024,all,8 - IT Security,,Issue / Open Point,IAM Timeline alignment,Compare and synchronise the different timelines for IAM (IT Security [Cyber Compare] & Other Applications),8 - IT Security,3 - Other Applications,Moderate,Done,14/6/2024,,"- 13.12.2024: Pfefferseder, Anton: ongoing",,,,
,119,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Scope: FCM ,"- clarification of Scope with FCM: Access Control, Batches, Time-Recordimg",3 - Other Applications,HR IT,High,Closed,25/4/2024,,Escalated to IT Stream Lead,"Clarifications with HR and FCM took place, and results were implemented accordingly",,,
,117,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Scope: Fire ," - overall FIRE value Chain to be confirmed, incl. CDS, material ordering, ...",??,,High,Closed,25/4/2024,,,Taken care by BUILD Project in relation to corresponding affected units in NewCo,,,
,121,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Scope: MAP - Aachen,- 100% Carve-Out in STDW ? -> Or remaining BT business there ? ,IT PL,FRAME PL,Moderate,Closed,25/4/2024,,13.11.2024 -> MAP remaning ,,,,
,211,Onsite Dec WS,5/12/2024,All,2 - Commercial IT incl. ERP,,Issue / Open Point,Set-up process to guide business responsibles to sign off required documents,"Esablish a  process, that involves business wokrstreams and ensures, that they have the information required to sig-noff go live decison on end of UAT",2 - Commercial IT incl. ERP,,High,Done,20/12/2024,,24.02.2025: Process documentation defined,,,,
,131,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Test: Identification of required key Users,"- identification of required individuals, volume of test preparation and testing
- rough planning
- commitment from businesses 
- later. pre-business approvals for SIT 1 and SIT 2",All,,High,Closed,25/4/2024,,,Key Users identified where required for user acceptance testing,,,
,125,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Timeline: High Level Cut-Over Considerations,"- Starting point for ""black-out"" periods, major sequences, etc. to be established 
' incl. ""roll-out"" strategy cross Sub WS
- UIB + HR Systems",IT PL,HR IT + KPMG,Moderate,Closed,5/12/2024,,Suggestion: Breakout in IT Workshop ,Continuous Alignment HR - ERP Go Lives took place bilaterrally,,,
,122,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Timeline: Impact of shortened time between Signing and CLosing ,"- Identify items in backward planning, that have irreversible character and would be required to be implemented before Signing
- Based on that: Identify alternative approaches with associated (business) impacts (e.g. CWP: no client migration, but roll-out of new standard devices in smaller sites with no individual configurations upfront)
Other Examples: EWM
",All,KPMG + IT PL,High,Closed,25/4/2024,,25.04.: Update Chris from Bangalore: CWP/M365 Migration alternative under elaboration -> solution to be discussed in June,Timelines adjusted according to agreed target dates while keeping sufficient stabilizing post ERP Go-Live,,,
,126,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Timeline: User Involvement,- identify required user involvement (e.g. for Client migration),All,,High,Closed,25/4/2024,,,"Intensive planning, and country communication to enable smooth migtations",,,
,221,SWS6 brainstorming,21/11/2024,all,6 - IT Organization & Processes,,Issue / Open Point,TOM Process Organization (Ablauforganisation),"Rollen & Responsibilities, Produktschnitt, Zeremonien, Processes,",6 - IT Organization & Processes,Leadership Team,Moderate,Done,15/1/2025,,,,,,
,217,SWS6 brainstorming,21/11/2024,all,6 - IT Organization & Processes,,Issue / Open Point,Cyber security concept implementation (on asset level),"Topics came from Bernhard as a risk: Delay leads to risk, next step: Breakout in Workshop with KPMG, SWS8 SWS6 SWS1",6 - IT Organization & Processes,"SWS8, SWS1, KPMG",,Done,15/1/2025,,24.2.: 2 meetings planned for this,,,,
,197,all-hands WS 11.07.,11/7/2024,All,General,,Issue / Open Point,Vacation year end,"- Sub-WS to plan capacities and ensure that vacation time does not endanger project (proxies, etc.)
- incl. supplier",All,,Low,Closed,1/8/2024,,,Vacation Planning continuously updated and replacements defined within teams as appropriate,x,,
,54,weekly Jour Fixe,2/8/2024,all,4b. Production IT,,Issue / Open Point,DOT Ovar (MES),"DOT as MES is managed by Ovar Team, but used also outside BT / Ovar ? 
Decision is required on how to deal with remaining DOT implementations/plans within Bosch (outside Ovar)",4b. Production IT,,Moderate,Closed,16/2/2024,,"20.11.2024: 
- Thomas Brosig: decision made, associate to amend DOT for being ready for roll-out to other locations after carve-out is hired
13.11.2024:
- [Brosig Thomas]:
Has been clarified, but is still in the execution phase'

22.07.2024: Update required
- in WP2. Outlines for Decision defined. Depends on replacement for DALI 
- [Brosig Thomas (BT/MFC)] Decision per se is take already long time ago. If time (i.e. enough resources and finish timely/complete a consistent step) and no additional effort for FRAME, then continue further roll-out, otherwise don’t proceed with. Which case will apply only time will show. So keep open or close, both ok.
- [Brosig Thomas (BT/MFC)] Decided for preparing DOT for a rollout timely after closing. Extent respectively timeline depending on resources.
- [Brosig Thomas (BT/MFC)] Prior statement still true, but with timeline closing up becoming more and more evident. Decided for preparing DOT for a rollout timely after closing. Extent respectively timeline depending on resources.",,,,
,228,IT WS Frankfurt,15/1/2025,All,General,,Issue / Open Point,"Share ""Pflichtenheft"" with SWS","- Communicate ""Pflichtenheft"" to SWS",KPMG,,,Closed,24/1/2025,,,Pflichtenheft shared through Project Folder,,,
